text,text_bert,sentiment,label,pred_label
S&P Futures Crater 40 Points In One Tick On Huge For Sell Closing Imbalance  https://t.co/CFb8vKL8Hu,S P Futures Crater 40 Points In One Tick On Huge For Sell Closing Imbalance,negative,0,negative
Stock Market Live Updates: Markets lower as US-China trade optimism dissipates,Stock Market Live Updates Markets lower as US-China trade optimism dissipates,negative,0,negative
"Stock Market Update: Asia closes mixed, Asia trades lower","Stock Market Update Asia closes mixed, Asia trades lower",negative,0,negative
Stock Market Update: Futures slip lower following trade tweet from CNBC reporter,Stock Market Update Futures slip lower following trade tweet from CNBC reporter,negative,0,negative
Stock Market Update: Semiconductor stocks pull back after Qualcomm earnings,Stock Market Update Semiconductor stocks pull back after Qualcomm earnings,negative,0,negative
Stock-index futures turn negative,Stock-index futures turn negative,negative,0,negative
Stocks hit lows of the day as oil briefly plunges more than 9% https://t.co/JhUWpIRPRb https://t.co/hqK9nGcKy1,Stocks hit lows of the day as oil briefly plunges more than 9%,negative,0,negative
Stocks hit lows of the day as oil plunges briefly plunges more than 9% https://t.co/JhUWpIRPRb https://t.co/WS7bbpWEQh,Stocks hit lows of the day as oil plunges briefly plunges more than 9%,negative,0,negative
Stocks open lower on trade deal skepticism,Stocks open lower on trade deal skepticism,negative,0,negative
The Dow is down more than 500 points as Friday's selloff intensifies https://t.co/tK5DeT4k4V,The Dow is down more than 500 points as Friday s selloff intensifies,negative,0,negative
"The S&P 500's chart is signaling a near-term pullback, technical analyst warns (via @TradingNation) https://t.co/VxNKIV5SRR","The S P 500 s chart is signaling a near-term pullback, technical analyst warns via",negative,0,negative
"Trade, U.S. Elections Are Top Market Risks, Says Goldman Sachs's Moe","Trade, U.S. Elections Are Top Market Risks, Says Goldman Sachs s Moe",negative,0,negative
$XLF $BAC $C - Fed fires a dud as financial sector plunges https://t.co/OwDNvwPYyd,XLF_TICKER BAC_TICKER $C - Fed fires a dud as financial sector plunges,negative,0,negative
$SUMRX: Overnight Summary -- World markets extending gains overnight https://t.co/pjuCZNd5jf,SUMRX_TICKER Overnight Summary -- World markets extending gains overnight,positive,2,positive
$TALKX: Market Briefing: Market still riding hope of COVID-19 plateauing https://t.co/P3bUqinQVx,TALKX_TICKER Market Briefing Market still riding hope of COVID-19 plateauing,positive,2,positive
All three benchmarks trade in record territory,All three benchmarks trade in record territory,positive,2,positive
Asian markets gain amid fresh hopes for U.S.-China trade deal https://t.co/NPIyhoJPU1,Asian markets gain amid fresh hopes for U.S.-China trade deal,positive,2,positive
Asian shares advance after Fed keeps interest rates steady,Asian shares advance after Fed keeps interest rates steady,positive,2,positive
Bulletproof stock market shakes off negative trade headlines and keeps marching to records,Bulletproof stock market shakes off negative trade headlines and keeps marching to records,positive,2,positive
"Dow ends nearly 1,600 points higher on hopes coronavirus peak is near https://t.co/XgNjVJHoqW","Dow ends nearly 1,600 points higher on hopes coronavirus peak is near",positive,2,positive
"Dow Industrials Surge 1,200 Points at Start of Challenging Week #MarriottInternational #Stock #MarketScreener… https://t.co/jOKR9otBgR","Dow Industrials Surge 1,200 Points at Start of Challenging Week MarriottInternational Stock MarketScreener",positive,2,positive
"Dow jumps 170 points, Amazon leads S&P 500 and Nasdaq to record highs - CNBC","Dow jumps 170 points, Amazon leads S P 500 and Nasdaq to record highs - CNBC",positive,2,positive
Dow scores triple-digit gain on rosier investor view of U.S.-China trade talks https://t.co/Dh7QlYLIjn,Dow scores triple-digit gain on rosier investor view of U.S.-China trade talks,positive,2,positive
"Dow up 26 points, or 0.1%; S&P 500 adds 1 point","Dow up 26 points, or 0.1% S P 500 adds 1 point",positive,2,positive
Emerging Markets Get Fresh Boost of Hope Over Trade Deal,Emerging Markets Get Fresh Boost of Hope Over Trade Deal,positive,2,positive
European shares extend winning streak; Qiagen jumps as company explores sale,European shares extend winning streak Qiagen jumps as company explores sale,positive,2,positive
Futures climb on China plan to cut tariffs on U.S. products,Futures climb on China plan to cut tariffs on U.S. products,positive,2,positive
Futures Fly On Trade Optimism Amid Barrage Of Megamergers https://t.co/zcIHhcFH6d,Futures Fly On Trade Optimism Amid Barrage Of Megamergers,positive,2,positive
"Global stocks gain after China cuts U.S. import tariffs, virus fears wane","Global stocks gain after China cuts U.S. import tariffs, virus fears wane",positive,2,positive
Here's what has futures higher to kick off the holiday week https://t.co/uSCSLhgCrA,Here s what has futures higher to kick off the holiday week,positive,2,positive
Hong Kong Stocks Nearly Recover Post-Holiday Losses With Rally,Hong Kong Stocks Nearly Recover Post-Holiday Losses With Rally,positive,2,positive
Industrials Up As Global Growth Fears Subside -- Industrials Roundup #economy #MarketScreener… https://t.co/xfOVrpXf6N,Industrials Up As Global Growth Fears Subside -- Industrials Roundup economy MarketScreener,positive,2,negative
Muni-Bond Bankers Brace For Record Year In 2020: Mysak (Radio),Muni-Bond Bankers Brace For Record Year In 2020 Mysak Radio,positive,2,positive
Nasdaq hits record at closing bell as investors digest  phase onetrade deal,Nasdaq hits record at closing bell as investors digest phase onetrade deal,positive,2,positive
"Nasdaq-100 futures rise 18 points, or 0.2%","Nasdaq-100 futures rise 18 points, or 0.2%",positive,2,positive
NYSI buy signal that triggered last week remains modestly above the 8 EMA level https://t.co/Lbo5oN8Mjn,NYSI buy signal that triggered last week remains modestly above the 8 EMA level,positive,2,positive
S&P 500 Price Forecast – Stock Markets Break To A Fresh New High - Yahoo Finance,S P 500 Price Forecast Stock Markets Break To A Fresh New High - Yahoo Finance,positive,2,positive
"S&P 500, Nasdaq Composite post record close as stocks rise","S P 500, Nasdaq Composite post record close as stocks rise",positive,2,positive
"S&P 500, Nasdaq hit record closing highs; Chinese workers return","S P 500, Nasdaq hit record closing highs Chinese workers return",positive,2,positive
"S&P 500, Nasdaq reach record closing highs; Chinese workers return","S P 500, Nasdaq reach record closing highs Chinese workers return",positive,2,positive
"S&P 500, Nasdaq see closing highs; Slack halted for coming news https://t.co/cMizm4ImP6 https://t.co/vlKQ67OJDo","S P 500, Nasdaq see closing highs Slack halted for coming news",positive,2,positive
S&P rises 5% https://t.co/YKsHWgtNcP https://t.co/CqiMPLAknF,S P rises 5%,positive,2,positive
"So far, the train is coming in right on schedule; Dow up 25% off the lows. $BA consolidating its run up.","So far, the train is coming in right on schedule Dow up 25% off the lows. BA_TICKER consolidating its run up.",positive,2,positive
Stock Market Heads Off A Correction – For Now.,Stock Market Heads Off A Correction For Now.,positive,2,positive
"Stock market live updates: Dow futures up 800 points, set to add to 1,600-point Monday rally https://t.co/kOL2DaUNTc","Stock market live updates Dow futures up 800 points, set to add to 1,600-point Monday rally",positive,2,positive
Stock Market Update: Global stocks begin the week on higher note,Stock Market Update Global stocks begin the week on higher note,positive,2,positive
"Stock Market Update: Global stocks gain, with indices in Hong Kong and the UK outperforming","Stock Market Update Global stocks gain, with indices in Hong Kong and the UK outperforming",positive,2,positive
Stock Market Update: S&P 500 financials sector up more than 4% this month,Stock Market Update S P 500 financials sector up more than 4% this month,positive,2,positive
Stock Market Update: Stock market drifts in record territory,Stock Market Update Stock market drifts in record territory,positive,2,positive
"Stock Market Update: Stock market posts incremental gains, closes at new highs","Stock Market Update Stock market posts incremental gains, closes at new highs",positive,2,positive
StockBeat - Chip Stocks Rise as Huawei Granted Another Reprieve on Trade Ban,StockBeat - Chip Stocks Rise as Huawei Granted Another Reprieve on Trade Ban,positive,2,positive
"Stock-index futures extend gains after jobless claims, productivity data","Stock-index futures extend gains after jobless claims, productivity data",positive,2,positive
Stocks aim for back-to-back gains as investors focus on coronavirus case tally https://t.co/QBhdB4ipyD,Stocks aim for back-to-back gains as investors focus on coronavirus case tally,positive,2,positive
"STOCKS AT THE OPEN:
- Dow up 3.90% 
- Nasdaq up 2.68% 
- S&P up 2.76% https://t.co/xVranG4Mbz",STOCKS AT THE OPEN - Dow up 3.90% - Nasdaq up 2.68% - S P up 2.76%,positive,2,positive
Stocks open higher as major indexes extend push into record territory,Stocks open higher as major indexes extend push into record territory,positive,2,positive
"Stocks open higher on rosy data, waning virus fears","Stocks open higher on rosy data, waning virus fears",positive,2,positive
Stocks perk up after Fed decision https://t.co/ZB8lFGcKVJ,Stocks perk up after Fed decision,positive,2,neutral
"Stocks rose after China moves to step up intellectual property protection, a step that investors hope may address k… https://t.co/8zp2mKCwub","Stocks rose after China moves to step up intellectual property protection, a step that investors hope may address k",positive,2,positive
"STOCKS SURGE INTO THE CLOSE:
- Dow up 7.59% 
- Nasdaq up 7.35% 
- S&P up 6.95% https://t.co/jPsgrFNxpg",STOCKS SURGE INTO THE CLOSE - Dow up 7.59% - Nasdaq up 7.35% - S P up 6.95%,positive,2,positive
Tech stocks led all three major U.S. stock averages marginally into the black following upbeat statements on the U.… https://t.co/S2BkUCDmcx,Tech stocks led all three major U.S. stock averages marginally into the black following upbeat statements on the U.,positive,2,positive
The market bounced back after President Trump said the US and China are “potentially very close” on a trade deal. T… https://t.co/VC5V93JFh4,The market bounced back after President Trump said the US and China are potentially very close on a trade deal. T,positive,2,positive
TSX opens higher on signs of coronavirus slowdown #TSX #economy #MarketScreener https://t.co/VfqXgfaNR8 https://t.co/myrDnZCInx,TSX opens higher on signs of coronavirus slowdown TSX economy MarketScreener,positive,2,positive
U.S. Stock Futures Extend Gain on China’s Tariff Olive Branch,U.S. Stock Futures Extend Gain on China s Tariff Olive Branch,positive,2,positive
U.S. Stocks Rise as China Calls for Better Communication on Trade #SP500 #index #MarketScreener… https://t.co/CjoXFIEvMP,U.S. Stocks Rise as China Calls for Better Communication on Trade SP500 index MarketScreener,positive,2,positive
U.S. stocks surged the most in more than a week on Monday after death tolls in some of the hardest-hit areas showed… https://t.co/DV1WcXSaWi,U.S. stocks surged the most in more than a week on Monday after death tolls in some of the hardest-hit areas showed,positive,2,positive
Wall Street closes up more than 7% on hopes of slowing coronavirus deaths https://t.co/6LFK79ATeS https://t.co/P5K3BNR7Uf,Wall Street closes up more than 7% on hopes of slowing coronavirus deaths,positive,2,positive
Wall Street scraps its recession assumptions after robust jobs data https://t.co/oOuPFD2gWp https://t.co/4yICZnGl4z,Wall Street scraps its recession assumptions after robust jobs data,positive,2,negative
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserve's historic interventi… https://t.co/ZFb0jzOH7h,While market strain triggered by the coronavirus pandemic has eased since the Federal Reserve s historic interventi,positive,2,positive
Why the markets 'look clean' into 2019 year-end,Why the markets look clean into 2019 year-end,positive,2,positive
"As Stocks Soar, Credit Markets Are Starting To CCCrack https://t.co/hitGrlXQTA","As Stocks Soar, Credit Markets Are Starting To CCCrack",neutral,1,positive
At the open (11/25/2019) https://t.co/ttg1gN94y0,At the open 11 25 2019,neutral,1,neutral
"Banks, Energy, Metals lag just about every day...mega-strong day for growth w/ Software, Biotech, Payments leading","Banks, Energy, Metals lag just about every day...mega-strong day for growth w Software, Biotech, Payments leading",neutral,1,neutral
Bloomberg Markets: China Open Full Show (02/07/2020),Bloomberg Markets China Open Full Show 02 07 2020,neutral,1,neutral
Dow- Chemically Speaking,Dow- Chemically Speaking,neutral,1,neutral
Dow Jones News: Apple Production Problems; Boeing Upgraded,Dow Jones News Apple Production Problems Boeing Upgraded,neutral,1,positive
General Announcement::Notice of Special General Meeting #SingaporeExchange #Stock #MarketScreener… https://t.co/l8vypusOGz,General Announcement Notice of Special General Meeting SingaporeExchange Stock MarketScreener,neutral,1,neutral
London Stock Exchange : Directorate Changes #LondonStockExchange #Stock #MarketScreener https://t.co/iHF2CmkWmV https://t.co/DXnGasOWPn,London Stock Exchange Directorate Changes LondonStockExchange Stock MarketScreener,neutral,1,neutral
London Stock Exchange : Euronext Dublin Market Notice Replacement #LondonStockExchange #Stock #MarketScreener… https://t.co/D6vaZQOvk5,London Stock Exchange Euronext Dublin Market Notice Replacement LondonStockExchange Stock MarketScreener,neutral,1,neutral
London Stock Exchange : Notice of Satisfaction and Discharge #LondonStockExchange #Stock #MarketScreener… https://t.co/Y5wqz33i9o,London Stock Exchange Notice of Satisfaction and Discharge LondonStockExchange Stock MarketScreener,neutral,1,neutral
"Market Recap: Friday, Dec. 13","Market Recap Friday, Dec. 13",neutral,1,neutral
News Highlights : Top Global Markets News of the Day #NewsHighlights #economy #MarketScreener… https://t.co/70WlBhNOkd,News Highlights Top Global Markets News of the Day NewsHighlights economy MarketScreener,neutral,1,neutral
NYSE Closing Bell 🔔:     Telecom Argentina (NYSE: TEO) celebrates their 25th Anniversary Listing https://t.co/EemF9wG8iW,NYSE Closing Bell Telecom Argentina NYSE TEO celebrates their 25th Anniversary Listing,neutral,1,neutral
On the hour,On the hour,neutral,1,neutral
On the hour https://t.co/A3Li2E7VIs,On the hour,neutral,1,neutral
On the hour https://t.co/G9BZLeFZTD,On the hour,neutral,1,neutral
Stock Market Update: Defensive-minded investors,Stock Market Update Defensive-minded investors,neutral,1,neutral
Stock Market Update: Stocks hold steady; UK rallies on Conservative Party victory,Stock Market Update Stocks hold steady UK rallies on Conservative Party victory,neutral,1,neutral
"Stocks Rally, Oil Drops at Start of Challenging Week #SP500 #index #MarketScreener https://t.co/zvaSvRqcdt https://t.co/Pw0UVqFuo3","Stocks Rally, Oil Drops at Start of Challenging Week SP500 index MarketScreener",neutral,1,positive
UPDATE 2-European stocks end flat as defensive gains offset auto slide,UPDATE 2-European stocks end flat as defensive gains offset auto slide,neutral,1,negative
Utilities Flat On Mixed Trade Signals -- Utilities Roundup #economy #MarketScreener https://t.co/5L2LBQYBZd https://t.co/I2k8OZxnCh,Utilities Flat On Mixed Trade Signals -- Utilities Roundup economy MarketScreener,neutral,1,neutral
Wall Street flat with all eyes on China news briefing,Wall Street flat with all eyes on China news briefing,neutral,1,neutral
Week ahead on Wall Street #economy #MarketScreener https://t.co/gSr3hoOMQT https://t.co/sNnufj18DG,Week ahead on Wall Street economy MarketScreener,neutral,1,neutral
"YTD Performance:
Dow Jones: Red
30Y: +9%

https://t.co/scCDfO2eUv https://t.co/sO1bMzirbY",YTD Performance Dow Jones Red 30Y +9%,neutral,1,neutral
$EWW $MXF $MXE - White House is pushing to get USMCA through Congress this year https://t.co/YoGu0kKCCp,EWW_TICKER MXF_TICKER MXE_TICKER - White House is pushing to get USMCA through Congress this year,neutral,1,neutral
"95% Approval Rate in the Republican Party, a record! Thank you!","95% Approval Rate in the Republican Party, a record! Thank you!",neutral,1,neutral
"Ahead of the election, Johnson and Corbyn will go head-to-head one final time https://t.co/JBpUPSYX28","Ahead of the election, Johnson and Corbyn will go head-to-head one final time",neutral,1,neutral
"AOC to Trump: ""Try to keep up."" https://t.co/e8eaVUSivO",AOC to Trump Try to keep up.,neutral,1,neutral
At Least One Republican Still Knows Right From Wrong,At Least One Republican Still Knows Right From Wrong,neutral,1,neutral
"Attorney General William Barr said Jeffrey Epstein's death was a ""perfect storm of screw-ups"" in an interview with… https://t.co/uhYQ9CcGIR",Attorney General William Barr said Jeffrey Epstein s death was a perfect storm of screw-ups in an interview with,neutral,1,neutral
Barr acknowledges for the first time that Rudy Giuliani has been giving the Justice Department information he colle… https://t.co/IfJxvcsYnF,Barr acknowledges for the first time that Rudy Giuliani has been giving the Justice Department information he colle,neutral,1,neutral
Barr says DOJ will review information from Trump lawyer Giuliani's probe of Bidens in Ukraine https://t.co/T6DEg719nu,Barr says DOJ will review information from Trump lawyer Giuliani s probe of Bidens in Ukraine,neutral,1,neutral
Bernie Sanders Campaign Calls for Recalculation of Iowa Caucus Results,Bernie Sanders Campaign Calls for Recalculation of Iowa Caucus Results,neutral,1,neutral
"Bloomberg takes untested path to 2020, skipping key contests https://t.co/q6Kk8BhQul","Bloomberg takes untested path to 2020, skipping key contests",neutral,1,neutral
Boris Johnson's Brexit Is More “Slow Deal” Than “No Deal”,Boris Johnson s Brexit Is More Slow Deal Than No Deal,neutral,1,neutral
Brazil minister says it's 'impossible' to put value on Eletrobras privatization #Stock #MarketScreener… https://t.co/1E69L1a2YD,Brazil minister says it s impossible to put value on Eletrobras privatization Stock MarketScreener,neutral,1,neutral
Brazil’s President Jair Bolsonaro launched a new prospective political party on Thursday after resigning from the S… https://t.co/tbD5UIfAfX,Brazil s President Jair Bolsonaro launched a new prospective political party on Thursday after resigning from the S,neutral,1,neutral
Brexit or Corbyn? U.K. Business Agonizes Over Election Choice,Brexit or Corbyn? U.K. Business Agonizes Over Election Choice,neutral,1,neutral
"Buchanan: Democrats' Diversity - But, Only In The Back Of The Bus https://t.co/qV0eC7uXHd","Buchanan Democrats Diversity - But, Only In The Back Of The Bus",neutral,1,neutral
Buttigieg officially wins largest delegate count at Iowa,Buttigieg officially wins largest delegate count at Iowa,neutral,1,neutral
Canada rail workers’ strike tests weakened Trudeau https://t.co/158wnVBdda,Canada rail workers strike tests weakened Trudeau,neutral,1,neutral
"Chinese President Xi Jinping makes his first public appearance in almost two weeks, as public anger over the corona… https://t.co/NlHHyxVrKj","Chinese President Xi Jinping makes his first public appearance in almost two weeks, as public anger over the corona",neutral,1,neutral
Congress may finally have a definition for insider trading https://t.co/CFdwMhlgp0 by @bcheungz https://t.co/UfdeFYiKXA,Congress may finally have a definition for insider trading by,neutral,1,neutral
Conservative party manifesto plays down rightwing populism https://t.co/5zVnaDLs3R,Conservative party manifesto plays down rightwing populism,neutral,1,neutral
Conservatives make very modest spending pledges https://t.co/AN39zlwf9x,Conservatives make very modest spending pledges,neutral,1,neutral
Corbyn effect? British utility debt boosted by nationalisation bet,Corbyn effect? British utility debt boosted by nationalisation bet,neutral,1,neutral
Defiant Netanyahu on the attack over bribery charges as opponents circle https://t.co/fusfekaylD,Defiant Netanyahu on the attack over bribery charges as opponents circle,neutral,1,neutral
"Democrats are desperate to catch up with the Trump campaign, and are investing heavily in an array of campaigning t… https://t.co/coWOf2D8s5","Democrats are desperate to catch up with the Trump campaign, and are investing heavily in an array of campaigning t",neutral,1,neutral
Democrats going back to their Districts for Thanksgiving are getting absolutely hammered by their constituents over… https://t.co/IXzP5VLroK,Democrats going back to their Districts for Thanksgiving are getting absolutely hammered by their constituents over,neutral,1,neutral
Divided Hong Kong to hold its first elections since the protests began https://t.co/EvKKblxVNy,Divided Hong Kong to hold its first elections since the protests began,neutral,1,neutral
Former impeachment witness Monica Lewinsky has thoughts about today's vote. https://t.co/HXpdNVJOVU,Former impeachment witness Monica Lewinsky has thoughts about today s vote.,neutral,1,neutral
Former PM Blair: Don't hold your breath for UK-U.S. trade deal https://t.co/z1Dgv1wuu8 https://t.co/gGZHw8JLbf,Former PM Blair Don t hold your breath for UK-U.S. trade deal,neutral,1,neutral
"Former U.S. Treasury Secretary Hank Paulson says calls to oust Chinese companies from U.S. stock indexes was a ""ter… https://t.co/DnZPvA3iem",Former U.S. Treasury Secretary Hank Paulson says calls to oust Chinese companies from U.S. stock indexes was a ter,neutral,1,neutral
Giuliani associate wants to testify that Nunes aides hid Ukraine meetings from Schiff https://t.co/C6piHsuV86,Giuliani associate wants to testify that Nunes aides hid Ukraine meetings from Schiff,neutral,1,neutral
Gloves Off In the Dem Primary,Gloves Off In the Dem Primary,neutral,1,neutral
Governments are now using the fine print of financial regulations to fight climate change https://t.co/RHswy7NjwW,Governments are now using the fine print of financial regulations to fight climate change,neutral,1,neutral
Here’s the status of impeachment—and all the other Trump investigations—right now https://t.co/OVfzlrjhoD,Here s the status of impeachment and all the other Trump investigations right now,neutral,1,neutral
"He's in to ""defeat Donald Trump and rebuild America."" https://t.co/yjMVTaO1Zy",He s in to defeat Donald Trump and rebuild America.,neutral,1,neutral
"Highlight: @jessicaasmith8 on impeachment: 'At 1pm today, they are set to start debating on the call for witnesses.... https://t.co/bmlxbClUk2","Highlight on impeachment At 1pm today, they are set to start debating on the call for witnesses....",neutral,1,neutral
"Hillary should give it another try, but this time don’t forget Wisconsin, Pennsylvania, Michigan, North Carolina &… https://t.co/NqyY73nZwh","Hillary should give it another try, but this time don t forget Wisconsin, Pennsylvania, Michigan, North Carolina",neutral,1,neutral
"Hong Kong, China, And U.K. Election Hopes Fan Modest Risk-Taking. Read more and sign up for updates:… https://t.co/NezVnEBTQu","Hong Kong, China, And U.K. Election Hopes Fan Modest Risk-Taking. Read more and sign up for updates",neutral,1,neutral
"House Democrats are starting to compress weeks of depositions, documents and testimony into a report almost certain… https://t.co/YVq2saxmBU","House Democrats are starting to compress weeks of depositions, documents and testimony into a report almost certain",neutral,1,neutral
House Democrats roll out articles of impeachment against Trump https://t.co/HRjKKXqIUZ,House Democrats roll out articles of impeachment against Trump,neutral,1,neutral
How Bernie Sanders is helping Mike Bloomberg,How Bernie Sanders is helping Mike Bloomberg,neutral,1,neutral
"India, Maldives To Hold Joint Commission Meeting On Friday After Gap Of Over Four Years","India, Maldives To Hold Joint Commission Meeting On Friday After Gap Of Over Four Years",neutral,1,neutral
"Irish PM Varadkar Set to Lose Power, Betting Odds Signal","Irish PM Varadkar Set to Lose Power, Betting Odds Signal",neutral,1,neutral
Is @BernieSanders the nightmare China never saw coming? Read @JimCramer's full take on @RealMoney:… https://t.co/B6Stje9N0Q,Is the nightmare China never saw coming? Read s full take on,neutral,1,neutral
Japan’s Abe Says Olympics Won’t Be Postponed Amid Virus Fears,Japan s Abe Says Olympics Won t Be Postponed Amid Virus Fears,neutral,1,neutral
"Joe Biden really called a young woman a 'lying, dog-faced pony soldier' https://t.co/Op3dEnYE7J","Joe Biden really called a young woman a lying, dog-faced pony soldier",neutral,1,neutral
"Joe Biden says Lindsey Graham, his longtime friend and Senate colleague, will regret pursuing an investigation of t… https://t.co/ssRfufKbNq","Joe Biden says Lindsey Graham, his longtime friend and Senate colleague, will regret pursuing an investigation of t",neutral,1,neutral
"Joe Leahy: The elections in Hong Kong are unlikely to put a stop to the months of often violent demonstrations
https://t.co/qkkbaHCyhm",Joe Leahy The elections in Hong Kong are unlikely to put a stop to the months of often violent demonstrations,neutral,1,neutral
Joe Walsh to Back ‘Any Democrat’ Over Trump After Ending GOP Bid,Joe Walsh to Back Any Democrat Over Trump After Ending GOP Bid,neutral,1,neutral
Johnson Offers Business an Olive Branch as U.K. Election Revs Up,Johnson Offers Business an Olive Branch as U.K. Election Revs Up,neutral,1,neutral
"Kerry said Biden can put back together ""the world Donald Trump has smashed apart.” https://t.co/oWEJtFQtfH",Kerry said Biden can put back together the world Donald Trump has smashed apart.,neutral,1,neutral
LIVE: Trump speaks at the White House Summit on Human Trafficking https://t.co/hOfqfruYnn,LIVE Trump speaks at the White House Summit on Human Trafficking,neutral,1,neutral
Merkel Demands an End to CDU’s ‘Unforgivable’ Far-Right Deal,Merkel Demands an End to CDU s Unforgivable Far-Right Deal,neutral,1,neutral
Mike Bloomberg's $300 million campaign ad blitz has been a boon for local TV broadcasters. https://t.co/XBxs3SzFrZ https://t.co/JKkMJzQKw0,Mike Bloomberg s $300 million campaign ad blitz has been a boon for local TV broadcasters.,neutral,1,neutral
Ocasio-Cortez smacks Trump with her political resume after the president calls out the ‘Do Nothing Democrats’ https://t.co/1DDdgmocj6,Ocasio-Cortez smacks Trump with her political resume after the president calls out the Do Nothing Democrats,neutral,1,neutral
Pelosi’s attempt to chew gum and walk with Trump https://t.co/yCkgA84SXQ,Pelosi s attempt to chew gum and walk with Trump,neutral,1,neutral
Pete Buttigieg has a big new plan to shake up the retirement system https://t.co/O57CHHZ7vr by @benwerschkul https://t.co/WyoQrR7scs,Pete Buttigieg has a big new plan to shake up the retirement system by,neutral,1,neutral
Pete Buttigieg sees surge in support from business execs after his strong showing in Iowa https://t.co/ZFfMXbQuBV,Pete Buttigieg sees surge in support from business execs after his strong showing in Iowa,neutral,1,neutral
President of Russia : Meeting with First Vice-President of Azerbaijan Mehriban Aliyeva #PresidentofRussia #economy… https://t.co/zeu0FK5NhH,President of Russia Meeting with First Vice-President of Azerbaijan Mehriban Aliyeva PresidentofRussia economy,neutral,1,neutral
Presidential campaigns are paying millions to Big Tech companies (while also bashing them),Presidential campaigns are paying millions to Big Tech companies while also bashing them,neutral,1,neutral
Prime Minister Defends Citizenship Amendment Act; Says His Government Kept Prices Under Check,Prime Minister Defends Citizenship Amendment Act Says His Government Kept Prices Under Check,neutral,1,neutral
Prince Andrew Opens the Door to a Slimmed-Down Monarchy,Prince Andrew Opens the Door to a Slimmed-Down Monarchy,neutral,1,neutral
"Ruth Bader Ginsburg was hospitalized Friday night with chills and a fever, but her condition has improved and she e… https://t.co/Uzz8z59JRO","Ruth Bader Ginsburg was hospitalized Friday night with chills and a fever, but her condition has improved and she e",neutral,1,neutral
Schumer warns of reckoning for Republican senators who vote against witnesses in impeachment trial https://t.co/pNoCeqhkiu,Schumer warns of reckoning for Republican senators who vote against witnesses in impeachment trial,neutral,1,neutral
Scotland's first minister has sought to reassure restive members of her Scottish National party that Brexit will pa... https://t.co/4KDYlhWfdJ,Scotland s first minister has sought to reassure restive members of her Scottish National party that Brexit will pa...,neutral,1,neutral
Singapore’s Democratic Party Forced To Correct “Fake News” By Its Government,Singapore s Democratic Party Forced To Correct Fake News By Its Government,neutral,1,neutral
"Sinn Fein surged to take 25% of the popular vote in Ireland's election on Saturday.

But the popular vote is not re… https://t.co/Q9lBBk9AsS",Sinn Fein surged to take 25% of the popular vote in Ireland s election on Saturday. But the popular vote is not re,neutral,1,neutral
Tory manifesto leaves door open to no-deal Brexit https://t.co/Qca426gTj9,Tory manifesto leaves door open to no-deal Brexit,neutral,1,neutral
"Trump Attends Army-Navy Game, Tells Players to ‘Make a Fortune’","Trump Attends Army-Navy Game, Tells Players to Make a Fortune",neutral,1,neutral
Trump Budget Would Ax Loan Program Sought to Revive Lordstown Plant,Trump Budget Would Ax Loan Program Sought to Revive Lordstown Plant,neutral,1,neutral
"Trump budget would cut loan program used by Tesla, Ford https://t.co/7MnkFWUnrp","Trump budget would cut loan program used by Tesla, Ford",neutral,1,neutral
Trump Impeachment Win Clears Path for Emboldened President,Trump Impeachment Win Clears Path for Emboldened President,neutral,1,neutral
Trump is pitting public-health advocates against vaping proponents and tobacco executives in an unusual White House… https://t.co/WQXxSDufKW,Trump is pitting public-health advocates against vaping proponents and tobacco executives in an unusual White House,neutral,1,neutral
Trump is rolling back regulations enacted after industry disasters—setting off alarm bells with public safety advoc… https://t.co/kwqWfHZC2Z,Trump is rolling back regulations enacted after industry disasters setting off alarm bells with public safety advoc,neutral,1,neutral
Trump Plays the Game of Gaming the Presidential Debates,Trump Plays the Game of Gaming the Presidential Debates,neutral,1,neutral
Trump questions the downsides of banning flavored e-cigarettes in heated meeting https://t.co/O6IdEw5BWm,Trump questions the downsides of banning flavored e-cigarettes in heated meeting,neutral,1,neutral
Trump said Secretary of State Michael Pompeo would “win in a landslide” if he runs for the U.S. Senate in Kansas https://t.co/wglRqHIeT8,Trump said Secretary of State Michael Pompeo would win in a landslide if he runs for the U.S. Senate in Kansas,neutral,1,neutral
"Trump says his administration will determine an age for e-cigarette buys
https://t.co/8j5ZZJwZj9 https://t.co/dEsgbZJUKM",Trump says his administration will determine an age for e-cigarette buys,neutral,1,neutral
Trump Says Mulvaney Will Remain as White House Chief of Staff,Trump Says Mulvaney Will Remain as White House Chief of Staff,neutral,1,neutral
Trump Tax Fight Faces New Urgency After Impeachment Acquittal,Trump Tax Fight Faces New Urgency After Impeachment Acquittal,neutral,1,neutral
Trump told the Treasury and Justice Departments to look into the impact of U.S. sanctions on Halkbank after being l… https://t.co/NZVl8GvLBE,Trump told the Treasury and Justice Departments to look into the impact of U.S. sanctions on Halkbank after being l,neutral,1,neutral
Trump will look to upstage Democrats by holding a campaign rally in New Hampshire a day before the state's primary https://t.co/TYePDRWOpx,Trump will look to upstage Democrats by holding a campaign rally in New Hampshire a day before the state s primary,neutral,1,neutral
"Trump, Powell meet and talk about 'everything'","Trump, Powell meet and talk about everything",neutral,1,neutral
